abject	abyecto
simplistic	simplista_simplisticD
primetime	horariodemáximaaudiencia
primetime	horariodemáximaaudiencia
butt_extremo	extremo
butt_culataD	culata
butt_trasero	trasero_butt
backside_trasero	trasero_backsideD
butt_testarazo	testarazo_butt
headbutt_testarazo	testarazo_headbuttD
backside_parteposteriorD	parteposterior
rear_traseroD	trasero
mourn_llorarD	llorar_mourn
mourn_plañir	plañir
brochure	folleto_brochureD
booklet	folleto_booklet
graphologist	grafólogo
graphologist	grafólogo
darkhaired	moreno_darkhaired
dark_moreno	moreno_darkD
whitehaired	canoso_whitehairedD
greyhaired	canoso_greyhaired
fairhaired_rubioD	rubio_fairhaired
fairhaired_mimado	mimado_fairhaired
spoiled_mimadoD	mimado_spoiledD
spoiled_consentido	consentido
redhaired	pelirrojo_redhairedD
gingerhaired	pelirrojo_gingerhaired
redhead	pelirrojo
redhead	pelirrojo
lighthaired	rubio_lighthaired
warmhearted	afectuoso_warmhearted
affectionate_afectuosoD	afectuoso_affectionateD
affectionate_affectionate	cariñoso_affectionateD
lighthearted	alegre_lighthearted
coldhearted	sincorazón
wholehearted	sinreservas
downhearted	desanimado_downheartedD
discouraged	desanimado_discouraged
bighearted	generoso_bighearted
wholeheartedly	sinreservas_wholeheartedly
halfhearted	desganado_halfhearted
listless_desganado	desganado_listlessD
listless_lánguidoD	lánguido_listless
languid	lánguido_languidD
stouthearted	valiente_stouthearted
antiglobalisation	antiglobalización
antirust	antioxidante_antirust
antiterrorist	antiterrorista
watertight	hermético_watertight
uptight	tenso_uptight
pinecone	piña_pinecone
spinechilling_escalofrianteD	escalofriante_spinechilling
spinechilling_espeluznante	espeluznante_spinechilling
hairraising	espeluznante_hairraisingD
horrifying_escalofriante	escalofriante_horrifyingD
horrifying_horrorosoD	horroroso_horrifyingD
pinemarten	marta_pinemarten
pinegrove	pinar_pinegrove
pinetree	pino_pinetree
moneyed	adinerado
ingenuous	ingenuo_ingenuous
dewyeyed	ingenuo_dewyeyed
starryeyed	soñador_starryeyed
dreamy	soñador_dreamyD
mistyeyed	deojosllorosos
cockeyed	disparatado_cockeyed
cockeyed	disparatado
oneeyed	tuerto
crosseyed	bizco
communion	comunión
receivecommunion	comulgar_receivecommunionD
takecommunion	comulgar_takecommunion
communioncup	cáliz_communioncup
calyx	cáliz_calyx
chalice	cáliz_chaliceD
bassist	bajista_bassistD
bassplayer	bajista_bassplayer
doublebassist	contrabajista_doublebassistD
doublebassplayer	contrabajista_doublebassplayer
seabass	róbalo
seabass	robalo
seabass	lubina
wipe	toallitahúmeda
babywipe	toallitahúmedaparabebés
wipe	secar_wipe
wipeaway	enjugar
wipeoff	limpiar_wipeoff
wipeout	limpiar_wipeout
wipeup	limpiar_wipeup
swipe	golpe_swipe
swipe	golpear_swipe
winger_extremoD	extremo_winger
rightwinger_derechistaD	derechista
rightwinger_extremoderecha	extremoderecha
leftwinger_izquierdistaD	izquierdista
leftwinger_extremoizquierda	extremoizquierda
inopportune	inoportuno_inopportuneD
opportunely_oportunamente	oportunamente_opportunely
opportunely_convenientementeD	convenientemente_opportunely
conveniently_oportunamenteD	oportunamente_convenientlyD
conveniently_convenientemente	convenientemente_conveniently
rearviewmirror	retrovisor
rearviewmirror	espejoretrovisor
rearvisionmirror	retrovisor
drivingmirror	retrovisor
burrow_madrigueraD	madriguera
burrow_conejera	conejera
weasel	comadreja
stoat	armiño_stoat
ChristianDior	ChristianDior
fadeaway	desvanecerse
Qaddafi	Gaddafi
headway	progreso_headway
MuammarelQaddafi	MuammarelGaddafi
Watson	Watson
suffocate_sofocar	sofocar_suffocateD
stifle_sofocar	sofocar_stifle
stifle_reprimirD	reprimir_stifle
repress	reprimir_repressD
abalone	orejademar
abashed	avergonzado_abashed
abattoir	matadero_abattoir
abbess	abadesa
ablution	ablución
abnegate	abnegar_abnegate
abridge	abreviar_abridge
abrogate	abrogar
absentee	ausente_absentee
absentminded	despistado
abstainer	abstinente
abstruse	abstruso
absurdity	absurdidad
acacia	acacia
academician	académico
academician	académico
accentuate	acentuar_accentuate
accentuated	acentuado_accentuated
accessory	accesorio
accomplice	cómplice
conspiratorial	conspirador
accordionist	acordeonista
accost	abordar_accost
tackle_abordar	abordar_takleD
accountable	responsable_accountable
accoutrements	pertrechos
accrue	acumular_accrue
accuser	acusador
accuser	acusador
ache	dolor_ache
ache	doler_ache
acquaint	familiarizar_acquaint
acquiesce	acceder_acquiesce
acquit	absolver_acquit
acrid	acre
acrylic	acrílico
acrylic	acrílico
acuteness	agudeza_acuteness
adamant	firme_adamant
adamantly	categóricamente_adamantly
adaptor	adaptador
addicted	adicto
addled	podrido_addled
rotten_podridoD	podrido_rottenD
rotten_cariado	cariado_rotten
decayed_cariado	cariado_decayedD
decayed_deterioradoD	deteriorado_decayed
adept	experto
adept	experto_adept
adept	experto_adept
adherence	adhesión_adherence
adjoining	contiguo_adjoining
adjourn	suspender_adjourn
adjudicate	arbitrar_adjudicate
adjustable	ajustable
administrate	administrar_administrate
adolescent	adolescente_adolescent
adolescent	adolescente_adolescent
adorable	adorable
ornament_adorno	adorno_ornamentD
adornment	adorno_adornment
adrenalin	adrenalina
adrift	aladeriva
adroit	hábil_adroit
adversely	adversamente
advisability	conveniencia_advisability
aerobatics	acrobaciaaérea
aerobatic	acrobático_aerobatic
acrobatic	acrobático_acrobaticD
aerodrome	aeródromo_aerodrome
aerostat	aeróstato
aerostat	aerostato
aesthetically	estéticamente
afar	lejos
affable	afable
affectation	afectación
affiliation	afiliación_affiliation
affix	afijo
affix	fijar_affix
affront	afrenta
affront	afrentar_affront
aforementioned_antedichoD	antedicho_aforementionedD
aforesaid_antedichoD	antedicho_aforesaid
aforementioned_susodicho	susodicho_aforementionedD
aforesaid_susodicho	susodicho_aforesaid
abovementioned	antesmencionado
afters	postre
agglomerate	aglomerado
agglomerated	aglomerado
agglomeration	aglomeración
aggregated	agregado
aggregate	conjunto_aggregate
aghast_aterrado	aterrado_aghast
terrified_aterrado	aterrado_terrifiedD
aghast_aterrorizadoD	aterrorizado_aghast
terrified_aterrorizadoD	aterrorizado_terrifiedD
agonizing	atroz_agonizing
appalling	atroz_appallingD
atrocious	atroz_atrocious
agronomist	agrónomo
agronomist	agrónomo
aerobics	aerobic
aerobics	aeróbic
agave	agave
ageless	intemporal_ageless
aground	encallado
aground	encallar
computeraided	asistidoporordenador
grantaided	subvencionado_grantaided
subsidized	subvencionado_subsidizedD
aileron	alerón
ailing_achacoso	achacoso
ailing_enfermoD	enfermo_ailing
airlift	puenteaéreo_airliftD
shuttleservice	puenteaéreo_shuttleservice
airman	aviador_airman
airwoman	aviador_airwoman
airy_ventilado	ventilado_airy
ventilated_ventiladoD	ventilado_ventilatedD
airy_aireadoD	aireado
alarmist	alarmista
alarmist	alarmista
alderman	concejal_alderman
alderwoman	concejal_alderwoman
lucerne	alfalfa
alfresco	alairelibre_alfresco
outdoors	alairelibre_outdoors
intheopenair	alairelibre_intheopenairD
thegreatoutdoors	lanaturaleza
alga	alga
alibi	coartada
bealight	estarardiendo
alight_apearseD	apearse_alight
alight_posarse	posarse_alight
settle_posarse	posarse_settleD
clear_despejar	despejar_clearD
allay	despejar_allay
allied	aliado
allocution	alocución_allocution
address_alocución	alocución_addressD
allot	asignar_allot
alluring	atrayente
allusive	alusivo
almighty	todopoderoso_almighty
aloof	distante_aloof
alphabetical	alfabético
Alps	Alpes
contralto	contralto_contraltoD
alto_contralto	contralto_alto
alto_altoD	alto_alto
height_alto	alto_heightD
amass	amasar_amass
amateurish	chapucero
amaze	asombrar_amazeD
amazed	asombrado
amazement	asombro_amazement
amazing	asombroso_amazingD
amazingly	asombrosamente_amazinglyD
Amazon	Amazon
amenable	dócil_amenable
amiable	amable_amiable
amiably	amablemente_amiably
ammunition	munición
amnesia	amnesia
liberty	libertad_liberty
enforcement	aplicación_enforcement
fuel	alimentar_fuel
swamp	ciénaga
swamp	inundar_swamp
LaGuardiaCommunityCollege	LaGuardiaCommunityCollege
warplane	avióndecombate_warplane
Broadway	Broadway
scathing	mordaz
botanical	botánico
reparation	reparación_reparation
Reuters	Reuters
showcase	escaparate_showcase
disentangle_desenmarañar	desenmarañar_disentangle
disentangle_desenredarD	desenredar_disentangle
untangle_desenredarD	desenredar_untangleD
untangle_desenmarañar	desenmarañar_untangleD
noflightzone	áreadeexclusiónaérea
noflyzone	áreadeexclusiónaérea
noflyzone	áreadeexclusiónaérea
steady	firme_steady
steady	estabilizarse
ready_listo	listo_ready
ready_preparadoD	preparado_readyD
poised	preparado_poised
stoppage_obstrucciónD	obstrucción_stoppage
stoppage_interrupción	interrupción_stoppage
aviator	aviador
aviator	aviador_aviator
Portman	Portman
jobless	sintrabajo
globetrotter	trotamundos
globetrotter	trotamundos
wanderer	trotamundos_wanderer
wanderer	trotamundos
wanderer	trotamundos
globetrotter	trotamundos_globetrotterD
globetrotter	trotamundos
globetrotter	trotamundos
haunted	mordaz_haunted
bewitched	embrujado
haunt	perseguir_haunt
autocracy	autocracia
Redgrave	Redgrave
antisemitic	antisemita
unrealistic	pocorealista
tech	tecnología
Murdoch	Murdoch
iPad	iPad
Nokia	Nokia
iPhone	iPhone
comeback	retorno_comeback
Kosovar	kosovar
Kosovan	kosovar
kosovar	kosovar
kosovan	kosovar
rugby	rugby
rugby	rugbi
span	abarcar_span
grilled	alaparrilla
roast_asarD	asar_roastD
grill	asar_grill
caller_visita	visita
caller_llamadorD	llamador
scam	estafa_scam
stab	cuchillada_stabD
slash	cuchillada_slash
slash	acuchillar_slash
cash	dineroefectivo
incash	enefectivo
cash	cobrar_cash
showcase	exhibir_showcase
amorous	amoroso_amorous
amour	amor_amour
amphetamine	anfetamina
amphora	ánfora
amply	ampliamente_amply
anagram	anagrama
analogical	analógico
analogue	equivalente_analogue
anarchical	anárquico
anarchistic	anarquista
anathema	anatema
ancestral	ancestral
ancestry_abolengo	abolengo
ancestry_ascendenciaD	ascendencia
anchorage_anclajeD	anclaje
anchorage_fondeadero	fondeadero
anchovy_boquerón	boquerón
anesthesiologist	anestesiólogo
anesthesiologist	anestesiólogo
anguish	angustia_anguish
anguished	angustiado_anguished
distressed_angustiado	angustiado_distressedD
distressed_afligidoD	afligido_distressedD
upset_afligido	afligido_upset
upset_disgustadoD	disgustado
unbalanced_trastornado	trastornado_unbalancedD
unbalanced_desequilibradoD	desequilibrado
animate	animar_animate
lively_animadoD	animado_lively
animated	animado_animatedD
animate	animado_animate
ingoodspirits	animado_ingoodspirits
anise	anís_aniseD
aniseed	anís_aniseed
anisette	anisete
annals	anales
annexe	anexo
note_notarD	notar_note
annotate	anotar_annotateD
annotation	anotación
annul	anular_annul
annulment	anulación_annulment
annunciation	anunciación
anon	luego
answerable	responsable_answerable
antagonism	antagonismo
antagonistic	antagonista
antagonist	antagonista
antedate	preceder
anterior	anterior_anterior
anteroom	antesala
anthracite	antracita
anthrax	ántrax
anticyclone	anticiclón
antidepressant	antidepresivo
Antilles	Antillas
antimissile	antimisil
antiballisticmissile	misilantibalístico
antiballisticmissile	mísilantibalístico
antipodes	antípodas
antiquated	anticuado_antiquated
antisocial	antisocial
antonomasia	antonomasia
anyhow	entodocaso
beekeeper	apicultor
beekeeper	apicultor
apiarist	apicultor
apocalyptic	apocalíptico
apocalyptical	apocalíptico
apostolate	apostolado
apotheosis	apoteosis
apotheosis	apoteosis
appal	horrorizar_appal
apace	rápidamente
append	anexar_append
appetizer	aperitivo
aperitif	aperitivo
appetizing	apetitoso
apportion	repartir
apposite	oportuno
appraisal	evaluación_appraisal
appreciably	apreciablemente
apprehend	aprehender
apprehensive	aprensivo
apprenticeship	aprendizaje_apprenticeship
approachable	accesible_approachable
apropos	pertinente
rightly_acertadamente	acertadamente_rightlyD
aptly	acertadamente_aptly
Aquarius_Aquarius	Aquarius
Aquarius_AcuarioD	Acuario
aquiferous	acuífero_aquiferous
arabian	árabe
Arabian	árabe
arbitration	arbitraje_arbitrationD
arbitrage	arbitraje_arbitrage
arbitrator	árbitro
arbitrator	árbitro_arbitrator
arbour	cenador
pergola	pérgola
arboreal	arbóreo_arborealD
arcane	arcano
archaeological	arqueológico_archaeological
archbishopric	arzobispado
archdiocese	archidiócesis
archdiocese	archidiócesis
archetype	arquetipo
ardent	ardiente_ardent
arguable	discutible_arguable
Aries	Aries
aries	aries
aquarius	acuario
arthritis	artritis
arthritis	artritis
artifice	artificio
artilleryman	artillero
artillerywoman	artillero
artistically	artísticamente
artless	inocente
ascend	ascender_ascend
ascending	ascendente_ascendingD
ascent	ascenso_ascent
asiatic	asiático
askew	dereojo
asphyxiate	asfixiar_asphyxiate
asphyxiation	asfixia
aspirate	aspirar_aspirate
aspire	aspirar_aspireD
assailant	agresor
assailant	agresor_assailant
assassinate	asesinar_assassinate
assay	ensayo_assay
assay	ensayar_assay
test_ensayar	ensayar_testD
rehearse	ensayar_rehearse
assiduousness	asiduidad
assignment_asignaciónD	asignación_assignment
assignment_tarea	tarea_assignment
assorted	surtido
assuage	apaciguar_assuage
astonishing	asombroso_astonishing
astonishingly	asombrosamente_astonishingly
astound	asombrar_astound
astounded	atónito_astounded
astounding	pasmoso_astoundingD
stunning_pasmoso	pasmoso_stunning
stunning_impresionanteD	impresionante_stunning
astral	astral
astride	ahorcajadas
astute	astuto_astute
astuteness	astucia_astuteness
cunning	astucia_cunningD
athenian	ateniense
attachment_anexoD	anexo_attachment
attachment_archivoadjunto	archivoadjunto
attachment_acoplamiento	acoplamiento_attachmentD
connection_acoplamiento	acoplamiento_connection
attenuate	atenuar_attenuateD
attire_atuendoD	atuendo
attire_atavío	atavío
atypical	atípico
augment	aumentar_augment
augustinian	agustiniano
Augustinian	agustino
Augustinian	agustino
auscultate	auscultar
auspicious	auspicioso
austere	austero
authoritative	autoritario_authoritative
authorship	autoría
autistic	autista
autistic	autista
autodidact	autodidacta_autodidact
selftaughtperson	autodidacta_selftaughtpersonD
selftaught	autodidacto
autograph	autógrafo
autographic	autógrafo
automobile	automóvil_automobile
avaricious_codicioso	codicioso_avaricious
greedy	codicioso_greedyD
avaricious_avaricioso	avaricioso
avaricious_avaroD	avaro
avert_evitarD	evitar_avert
avert_apartar	apartar_avert
vila	vila
viladelosCaballeros	viladelosCaballeros
viladelRey	viladelRey
viladelosleales	viladelosleales
inawe	intimidado_inawe
intimidated	intimidado_intimidatedD
ayatollah	ayatollah
ayatollah	ayatolá
foraye	parasiempre
aye	sí
awe	sobrecogimiento
retrospectively	retrospectivamente_retrospectivelyD
Americas	América
NewWorld	NuevoMundo
deposition	deposición
fullfledged	deplenoderecho
Columbus	Colón
functionary	funcionario
awkwardness	torpeza_awkwardness
clumsiness	torpeza_clumsinessD
flaw	defecto_flaw
legacy	legado
legated	legado
egregious	mayúsculo_egregious
uppercase	mayúsculo
uppercase	mayúsculo_uppercase
capital_mayúsculo	mayúsculo_capitalD
somewhere_enalgúnlugarD	enalgúnlugar
somewhere_aalgúnlugar	aalgúnlugar_somewhereD
tosomewhere	aalgúnlugar_tosomewhere
misnomer	nombrepocoadecuado
PeterMartyrdAnghiera	PedroMártirdeAnglería
besteepedin	rezumar_besteepedin
ooze	rezumar_oozeD
ooze	cieno_ooze
silt_cieno	cieno_siltD
tract_tramoD	tramo_tract
tract_tracto	tracto
digestivetract	tractodigestivo
respiratorytract	víarespiratoria
hitherto	hastalafecha
readership	lector
todate	hastalafecha
populous	populoso
HernánCortés	HernánCortés
Cortés	Cortés
Aztec	azteca
aztec	azteca
aidedby	asistidopor
resentful	resentido
dramatization	dramatización
selfdramatization	autodramatización
selfpromotion	autopromoción
haughty	altivo
DíazdelCastillo	DíazdelCastillo
prolix	prolijo
prodigious	prodigioso
vividly	vivamente
memorable	memorable
liken	comparar_liken
marvel	maravilla_marvel
marvel	maravillarse
chivalry_caballerosidadD	caballerosidad
cavalry	caballería_cavalryD
chivalry_caballería	caballería_chivalry
poetics	poética
decorum	decoro
gaze	mirada_gaze
gaze	mirarfijamente
immediacy	inmediatez_immediacyD
regain	recuperar_regain
eurozone	eurozona
bloc	bloque_bloc
phase_sincronizar	sincronizar_phase
phase_realizarporetapasD	realizarporetapas_phase
bephased	realizarporetapas_bephasedD
overburden	sobrecargar_overburden
overload	sobrecargar_overloadD
reclamation	recuperación_reclamation
wildlife	faunayflora
toxicity	toxicidad
magnify_aumentarD	aumentar_magnify
magnify_magnificar	magnificar
biomagnify	biomagnificar
biomagnification	biomagnificación
prolonged	prolongado
subtoxic	subtóxico
leaching	lixiviación
leach_lixiviarD	lixiviar
leach_filtrar	filtrar_leach
groundwater	aguasubterránea
catastrophic	catastrófico
tailings	relave
dam_diqueD	dique
dam_presa	presa_dam
dam	represar
BaiaMare	BaiaMare
watershed_cuencaD	cuenca_watershed
watershed_líneadivisoria	líneadivisoria
WatershedMediaCentre	WatershedMediaCentre
caution_precaución	precaución_cautionD
precaution	precaución_precaution
pad_almohadillaD	almohadilla
shoulderpad	hombrera
kneepad	hombrera
launchpad	plataformadelanzamiento
paddedcell	celdadeaislamiento_paddedcell
isolationcell	celdadeaislamiento_isolationcellD
paddedcell	loquera
numerickeypad	tecladonumérico
numerickeypad	tecladonumérico
numerickeypad	tecladonumérico
keypad	tecladonumérico
keypad	tecladonumérico
keypad	tecladonumérico
